Date,CPU Utilization,CPU Power
2023-10-21 20:00:47,0.12500,19.41582
2023-10-21 20:00:48,0.08333,12.77419
2023-10-21 20:00:49,0.15495,20.22445
2023-10-21 20:00:50,0.40104,31.26209
2023-10-21 20:00:51,0.52083,36.57251
2023-10-21 20:00:52,0.51823,36.18591
2023-10-21 20:00:53,0.51953,36.95710
2023-10-21 20:00:54,0.44754,36.82598
2023-10-21 20:00:55,0.51953,35.72088
2023-10-21 20:00:56,0.51823,37.15394
2023-10-21 20:00:57,0.52083,36.07605
2023-10-21 20:00:58,0.44196,33.36243
2023-10-21 20:00:59,0.51953,37.08604
2023-10-21 20:01:00,0.51823,37.73196
2023-10-21 20:01:01,0.51953,36.98634
2023-10-21 20:01:02,0.44531,37.14005
2023-10-21 20:01:03,0.51823,37.71656
2023-10-21 20:01:04,0.51823,35.35793
2023-10-21 20:01:05,0.51823,34.57172
2023-10-21 20:01:06,0.51693,35.26477
2023-10-21 20:01:07,0.44420,35.25439
2023-10-21 20:01:08,0.51953,37.04334
2023-10-21 20:01:09,0.51953,37.31752
2023-10-21 20:01:10,0.51823,35.84751
2023-10-21 20:01:11,0.44531,37.22107
2023-10-21 20:01:12,0.51953,37.16320
2023-10-21 20:01:13,0.52083,36.14130
2023-10-21 20:01:14,0.51823,38.16681
2023-10-21 20:01:15,0.51823,37.85780
2023-10-21 20:01:16,0.44531,36.03773
2023-10-21 20:01:17,0.52083,36.61966
2023-10-21 20:01:18,0.51823,38.39537
2023-10-21 20:01:19,0.51953,36.74920
2023-10-21 20:01:20,0.44531,37.05065
2023-10-21 20:01:21,0.51953,37.43325
2023-10-21 20:01:22,0.51693,34.18244
2023-10-21 20:01:23,0.51953,37.11026
2023-10-21 20:01:24,0.52083,37.53481
2023-10-21 20:01:25,0.44196,35.48623
2023-10-21 20:01:26,0.51823,36.61818
2023-10-21 20:01:27,0.51823,37.59727
2023-10-21 20:01:28,0.51953,36.99165
2023-10-21 20:01:29,0.44866,36.15100
2023-10-21 20:01:30,0.51953,37.48767
2023-10-21 20:01:31,0.51823,36.84000
2023-10-21 20:01:32,0.52083,36.59043
2023-10-21 20:01:33,0.44531,36.98604
2023-10-21 20:01:34,0.51302,31.78549
2023-10-21 20:01:35,0.51693,32.78096
2023-10-21 20:01:36,0.51823,36.38260
2023-10-21 20:01:37,0.51953,36.34595
2023-10-21 20:01:38,0.44531,37.32909
2023-10-21 20:01:39,0.51953,37.57214
2023-10-21 20:01:40,0.51953,36.47942
2023-10-21 20:01:41,0.52083,37.31235
2023-10-21 20:01:42,0.44531,37.32138
2023-10-21 20:01:43,0.51953,36.33472
2023-10-21 20:01:44,0.52083,37.97184
2023-10-21 20:01:45,0.51823,36.46204
2023-10-21 20:01:47,0.51693,37.32791
2023-10-21 20:01:48,0.44531,37.61843
2023-10-21 20:01:49,0.52214,37.65934
2023-10-21 20:01:50,0.51953,36.71731
2023-10-21 20:01:51,0.51953,37.22671
2023-10-21 20:01:52,0.44308,36.05954
2023-10-21 20:01:53,0.51953,36.46585
2023-10-21 20:01:54,0.51953,37.18359
2023-10-21 20:01:55,0.51823,37.76885
2023-10-21 20:01:56,0.51953,37.38344
2023-10-21 20:01:57,0.44420,37.35061
2023-10-21 20:01:58,0.52083,37.54254
